"","1","2","3","4","5","6","7"
"1",0,0,0,0,0,0,0
"2",0,0,0,0,0,0,0
"3",0,0,0.974319141006769,0.833846670925514,0,0.907772466431132,0
"4",0,0,0.911474829941289,0,0,0.936608435407664,0
"5",0,0,0,0,0,0,0
"6",0,0,1,0.874005486190954,0,0.929738664666656,0
"7",0,0,0.818799966488992,0,0,0.734125103280006,0
