"cell_id","sdimx","sdimy","cell_type","sample_id","slice_id","class_label","label"
"100114071886698732371633880329662930245",-6788.23350574522,-4364.55300023513,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"100459782804449043401525193881266007504",-4845.4278039443,-3937.38485551319,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"100602218359587775267069088452577323537",-4331.34572930018,-4186.26671973374,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"10062022343181702877024164619470737844",-4598.00436333372,-3889.20380683805,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"100849127151444796767330849618210621259",-5433.22623714162,-4059.32648945316,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"100869211873470277601554190131246279212",-3949.65922528763,-5053.36958952127,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"101094153992086563757914780783459867829",-5257.0517051961,-4696.57288319651,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"10115851704417008951069150064407447402",-3850.82333637595,-5488.13500257667,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"101224313658469070251824028383717365033",-4226.17202411882,-4283.97090434086,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"101330089820840618651144583271755596163",-4855.86010246422,-4804.16327668466,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"101341757180261994743948411771730963255",-3978.2548327771,-5022.13050016259,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"101389929762330838429106479898394060332",-5033.95696819146,-3955.73572803831,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"101406480644360972949811887091135662929",-5259.76378403756,-4049.97446755022,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"101480820590021950083669558940116655327",-6460.83287270617,-3897.72802128748,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"101524036053222532126073292752895073051",-5754.77772089093,-4730.11591474979,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_2"
"101546823133986949200458265583878198614",-4334.20393219893,-5127.6023547324,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"10162265487286644080208966019117614472",-5784.2087387196,-4268.54445871134,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"101647429562811649940974177773797628301",-3927.95562421862,-5289.80820779779,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"101680391922644819458149760795333225095",-4537.28469763196,-4231.83438192343,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"101757327767930884638437721995345890760",-6073.33208522369,-4670.94377630999,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"101760185717850321685895611640379555443",-6392.91510317001,-4177.24965118822,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"101794503791393363731793083469930069702",-4206.3751825912,-3922.49925239802,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"101918544236380719942444155907749002085",-6301.85432999356,-4190.19510962232,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"102170396876277634429837695454959729792",-5414.25147322667,-4043.15853501799,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"102195308640138225212181447474137334874",-5039.05287096347,-4766.7596318799,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"10221403337984164645320189300553607615",-4411.23513220141,-4839.4789853272,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"10225014128270669129579143009520024560",-3894.83092672696,-4630.6870925829,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"102627599044750541307868996255267577070",-5919.7904628784,-4733.76353787926,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_9"
"102664297086881080370436901375222688662",-4644.69323802075,-4263.49772463945,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"102674807311174380399266013512350315221",-4591.91644609044,-4735.83542829302,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"1029700098051649012895361995033513841",-6409.4225802453,-3792.76839320723,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"103422242379618176140924669903007230787",-5226.81318432267,-3774.33656203724,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"103439805788083698555563901091425825041",-4513.87513045784,-3813.84940954698,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"103445184524910319134209525915930084020",-4277.84413518429,-3969.66286065563,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"10350870033255799817687486876359801201",-4497.55591292953,-4346.30130653735,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"103513690634108302164065654871185896391",-5348.65295875329,-3853.77883478423,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"10364550110040996150274912822685095366",-4728.5892878612,-4458.3066010057,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"10385055483950378499011779044703011141",-5828.69830212457,-4434.77143781895,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"104266742384990621532110581263860610193",-5903.9273419767,-3847.73416373442,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"10427932509033880649286447271420567898",-6172.4895805312,-4635.57016185453,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"104356229651660857881551302007573217683",-6102.63872034564,-3994.85878723676,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"104515512212077016068627664966505104999",-4259.27113704862,-3847.57073458081,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"104609751101679856709198998491692063784",-5082.49068885902,-3993.55961277028,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"104997086210064558568003367693742165316",-4855.4704750325,-4524.14848669726,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"105067615840829174830178897053620609973",-4480.3278298828,-3900.76547333239,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"105345609710636272525124640683800535448",-5892.07288177038,-4760.57438276019,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"105353099887457369548176776706521568326",-4560.3156189418,-4819.54622149047,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"105359439059327926345063431578603011664",-4215.77086824583,-5075.93886384187,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"105412472667754310265764244849774547448",-4425.58501387878,-3873.87037333459,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"105434450152116358965659098217397113644",-4690.66196857023,-4464.28498759403,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"105539412848995859227005548725875001957",-5497.8561414139,-3939.58145292705,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"105647335253791444501734031217755161063",-5053.91154494505,-3978.70222201377,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"105680923297633827116065808458385838090",-4495.29056085919,-4693.07764097831,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"105691299310012166458262864948019638759",-4240.56320057024,-4798.01550682622,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"10577909516430269428424653398361018530",-6139.75636726389,-4623.20005218201,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_6"
"105879209222580460136530681655410371922",-5462.04423918134,-4244.22652414129,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"105909117234212486498310630135838071601",-6289.47893032981,-4368.5628702909,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"105921812196245715577286364699066114800",-4252.2941098101,-4851.34943509411,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"106165721125691342672422203411979501631",-5292.03836659603,-4772.64669088081,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"106245428358777386760843125206446762771",-4304.76417510459,-3841.37735760495,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"106281134454951298551816575485812899129",-4303.78782600087,-3821.26343604175,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"106296451056002770160171118474415600273",-4112.44320033744,-5200.60710766568,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_6"
"106364738344323839600462930501386654703",-6342.48888079846,-4032.22921161573,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"106406611921453583750041338903812299263",-4877.69276254276,-4540.9802876389,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"106594296055335563648010963592924952270",-6659.38341146996,-4087.803523013,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"106650569987133067109948488808167865323",-4214.69121916627,-4302.28233342572,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"106664839854606859330961976584731318458",-5771.03021120295,-4877.38024664131,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"106720705036652607588363124512611804744",-6700.97708859238,-3846.35370709338,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"106880077245787358987754035582059179550",-4892.30517172516,-4585.76341430521,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"106909431894241950265389091314171924620",-5697.3510560667,-4226.62146132006,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"10693373909312038130168980660700276360",-3926.81500968326,-5586.91279240641,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_1"
"106956786812503589477500592103483982993",-3930.61715243394,-5029.70143483985,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_5"
"10704142888128493675096220240534642246",-5083.60711466101,-3915.27982837063,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"107302337853837568041928405090135457013",-4471.87451706477,-3941.04817449169,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"107327250129941803275284692818515062372",-5619.99627671612,-3854.80885533847,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"107373204320387178751631839899476583979",-5822.29567122872,-3930.15358155147,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"107406928582048632993854036401566102918",-5337.95137704038,-3753.47992678462,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"107547727405378813158004611687982126129",-4362.97198070255,-3898.34973262887,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"107798079022414197402430523547896047994",-4107.16958601458,-4290.94521367846,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"108088966730620274349730303222724906498",-3787.77749835085,-4889.59654909698,"L5/6 NP","mouse1_sample5","mouse1_slice212","Glutamatergic","L56_NP_1"
"108099901320310473079566132147405128646",-4496.08184007281,-4866.54770844005,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"108235760273711397196694099006121328762",-6504.78014954473,-4643.70471927375,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"108301997815292480007674532314013453744",-3927.01041199058,-5399.95416293947,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"108347442182852032305582947578605106111",-5352.69729280245,-4103.46587873818,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"108400143367969770311746646481210006271",-5603.80501763814,-4565.47604230148,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"108420920068817447045551490891330801387",-4160.80419853511,-5022.6784421308,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"10848603530076073042618218945199761309",-3866.58695523227,-5546.11873895581,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"108491594231459605377160884753415990685",-4994.97075082169,-4686.09256456729,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"108521354796561641103895778812332470400",-5433.00484172316,-4193.92658619394,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"108574628897318157302694284346188585774",-5292.35970844283,-4188.09394295137,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"108639796783395170642222087019541264982",-5097.70203576472,-4103.39847274776,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"109100156384846330152378215063077353205",-6171.21145968886,-4862.66205154006,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"109173604216196545113889729634914392110",-3930.7037066014,-5553.9168523361,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"109472125160879854137563005050212900566",-5897.88547561988,-4136.69867891339,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"109533611083661537822203930923766949270",-4166.85273496646,-4019.5592678807,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"109586556600558781463237550252281775233",-4281.47670303742,-4379.76487266052,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"109694042335118727628049989890285707799",-4644.64972476,-4504.54868711148,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"109862758041456767374506544031962289848",-5360.49230760522,-4512.08099453758,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_7"
"109969684565318396493118752427874299507",-5092.95061679019,-4021.63788751021,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"110195739388486781586917694240829299197",-4269.84536162235,-3815.05183129572,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"110379293292363215519097460296793737607",-6535.04951100484,-4497.33256704551,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"110395342876415981679274051743773846622",-4597.98373249734,-4806.6244295947,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"11045396467800528214012009070705776380",-4895.97661104276,-3794.39534183607,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"110516973143286527504608942035726023624",-6599.02509668379,-3803.7271544068,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"110569748131158035428147999658339419576",-6040.96684780565,-3787.95707470678,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"110587018528946862111204806519257904988",-4752.96009905703,-3753.79134206355,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"11061706541649300236185127181466929225",-5232.48932645451,-4886.28443533965,"L6b","mouse1_sample5","mouse1_slice212","Glutamatergic","L6b_2"
"110870349022430807622999640460286134769",-4159.95847624151,-4557.3999203983,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"111013081615159939503937947927785142497",-4777.84346336519,-4139.95749071982,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"111019518010965437926470326037677541688",-6446.45730936025,-4013.64306602027,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_4"
"111200873837565362926502607986186618320",-3911.82010849681,-4846.27180364406,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"111394160636561490472938161257020034048",-5241.26376876884,-4600.62538187969,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"111445997505864601598171283476252491977",-4370.02086365838,-3865.91554848892,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"111555863385023132845331007164268103846",-4319.26109038429,-3799.66981545222,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"11157676846442755854619855705031731010",-4036.76787371345,-4321.67602397497,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"111673806068322828598615396572028304739",-5721.91608646678,-3701.31900303098,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_1"
"111729388764400612914414471259774560210",-5428.18977580113,-4756.39079594667,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"111758826406820502099865310246712043894",-6130.78451083489,-4160.22948852854,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"111912042507798521450307185456902002070",-6598.69455312161,-3789.71076265294,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_1"
"112011570440077979296160792814895854070",-6189.69486280154,-3823.30214685192,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"112107253323072152931762084231717850630",-5022.41773481609,-4141.66968099858,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"112212075818093396178902945103934970887",-4861.41158922887,-3794.15030649893,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"112268307632769782221091572054161737801",-4867.60572748948,-3824.88186056379,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"112268725217345349146560169080796601341",-3936.906637389,-5332.9906654869,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"112303971874784534680749406947894681907",-6101.54179531725,-4543.35959770101,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"112380673383867535222056294689972675650",-5930.63446748012,-3875.5438644021,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"112461797358931291199078695109516771873",-6002.75167133323,-4269.0066218357,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"112630933640407038977754277846121574047",-3883.44279145186,-4423.37366772748,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"112642429648896169101954894623070263573",-4323.52793096321,-4567.00606095918,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"112735596417112787466694258450352620150",-4565.63356961703,-4047.49690860893,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"112800806180572463815121502291393795362",-5357.62535457425,-3829.98416935335,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"112850585423247027576238870540036286852",-4697.40889513866,-4800.85285335372,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_2"
"112873900504808819065785230815911460262",-6448.752758221,-3940.11952929433,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"112875663374085384025772771188535025637",-5478.60780522117,-4430.1237570039,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"112879454096348935961286107841777763442",-6043.28906168934,-4639.18745961219,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"112930215739662086543147758838234739999",-5695.81647629164,-4299.18625136303,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"112995615618350112772454261734949841585",-6255.44831903306,-4662.7144996727,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"113065935555966234004572336688361617546",-4117.47528873388,-4473.8942076528,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"113077771693202032790649996053205422406",-5649.102804524,-4739.69011967056,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_4"
"113338370741115788445620101913367103041",-3911.98563833782,-5442.62106377103,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_2"
"113670636985622747634245193838371917006",-5458.87509828011,-4842.47980878334,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"11369257923656163065539533109498600032",-6540.19829858918,-4776.37637210917,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_6"
"113694569570027645326887171463442327956",-4539.66118753556,-3887.69249184573,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"113752491138403297615054940194525140446",-4181.54668427861,-4481.38666998307,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"113839604113790333440788890147516205831",-5243.31421325215,-4365.6751708913,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"113871018866239425250603044026755364420",-4198.84406977309,-4015.86731938558,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"11389417516968650538024453848868563519",-4293.68842056789,-4262.57141821694,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"113905283657396074667001582696990924117",-5080.85792458228,-4322.80655365026,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"113956058982001874291561547415104006503",-4537.01934160015,-4007.76500491938,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"11396468335732352088746797579126841888",-5104.1878591668,-3915.22348337773,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"114014585340964295326828882145652326415",-4245.54233771603,-3846.20704007714,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"114093453468717732899518767597823644522",-4910.17860171983,-4005.48373648242,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"114154678053791942575512037635123935292",-6447.50810795263,-4715.72131354455,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_2"
"114193172510267061636279066312675382867",-5048.03411354764,-4800.26362320063,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"114315492099283710016696221331489065607",-5928.73546988044,-4506.29192348486,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"114552799933726432507082933198773113457",-5656.68817276635,-4762.6077246428,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_2"
"114592948494279071168092811089608923403",-4449.17343255104,-4944.20369568595,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_3"
"114624303350535826477715739979403343156",-4244.34789624456,-3841.19223165221,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"114667927311971032636604721661048864480",-6489.51353857994,-3996.20623570612,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_1"
"114872083919385702451938491755246662077",-3935.16420041556,-4932.0070045864,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"114892376210849395466288312792013360942",-5784.11037709546,-4093.50512138236,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_2"
"114906375111601211274988426284614344167",-6168.52102019959,-3818.06522949239,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_1"
"11496182341975151522770669037632941677",-4264.04275926247,-4420.48774823146,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"114990325062077819529041966432717743848",-4754.37469251023,-4257.08780452273,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"115017762694659570571655172402161650351",-5781.11750777005,-4379.86091043669,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_3"
"115224390074467816861089869381668430671",-3994.85319389565,-4934.42285108714,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"115280660140642794839325548723462443925",-5320.38323669274,-4469.76031325523,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"115517982559277653000691942729349520783",-5503.39209245735,-3790.21136281485,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_3"
"115602311028589512276194335194474645438",-4067.91864601241,-4172.59389406193,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"115629863100920674149230772967225307376",-5057.33472596446,-3691.95038225621,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_2"
"115798008225998902858710755191259310154",-5083.67363650663,-4044.26863583836,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_SSp_2"
"116075187275277294843054302400481377739",-5693.42812648109,-4720.77536056787,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_3"
"116166790762550960810426612398605867836",-3807.56631617097,-4727.95640217944,"L4/5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L45_IT_5"
"116207572496313867371505940672061940248",-6275.14150958453,-4161.8683135788,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"116329802418984523792160578405713450978",-6754.05327370908,-4026.34908218468,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"116348480535290079149560017491166546820",-3902.69976449092,-5467.86854361786,"L6 CT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_CT_1"
"116529154436183083153749548120658940029",-4367.84464073902,-4487.25241572769,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"116784885246964698257753036428672292895",-4504.90498114663,-4748.16392248178,"L6 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L6_IT_1"
"116832200276448051850448654187843121821",-6060.62647434457,-4249.37819592724,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_1"
"11688908999728812925753085387634785002",-6672.01820266581,-3999.27246669181,"L2/3 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L23_IT_5"
"117190755863281203789367371450437794054",-4879.98201087788,-4414.44917240356,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
"117420288203442076048329172669572441025",-5215.95532912542,-4581.52180969231,"L5 IT","mouse1_sample5","mouse1_slice212","Glutamatergic","L5_IT_4"
